id,crop,landuse,area,xcoord,ycoord
relation/2061295,grape,vineyard,5735.182,10.8291179086022,45.3916990270265
relation/2061296,grape,vineyard,9090.193,10.8148368673259,45.3835448819497
relation/2061298,,vineyard,165823.447,10.8059064230758,45.3861382701625
way/151078633,,vineyard,4947.760,10.8926186347552,45.419037982268
way/151546426,grape,vineyard,12934.304,10.7915421412631,45.3701274845619
way/151546506,grape,vineyard,4867.622,10.7894521874045,45.3708335048982
way/151546563,grape,vineyard,4017.890,10.790286118517,45.3720777229501
way/151546801,grape,vineyard,5551.081,10.7860003814407,45.3741728553593
way/151546908,grape,vineyard,78310.762,10.7921927185857,45.3688523348497
way/151547171,grape,vineyard,34693.273,10.78867054013,45.372247626418
way/151547391,grape,vineyard,17907.126,10.7851922675833,45.3735163650657
way/151547697,grape,vineyard,5532.378,10.7877806523927,45.3734008491227
way/151547865,grape,vineyard,29830.578,10.7845459588787,45.3709516894489
way/152407349,,vineyard,13290.503,10.8402387851287,45.3911058731283
way/152407354,,vineyard,6040.693,10.8275913875851,45.3952753245271
way/152407387,,vineyard,125157.754,10.8065819143522,45.3712308913464
way/152407388,,vineyard,90080.346,10.8133340107282,45.3696784862938
way/152407397,,vineyard,4533.489,10.809029975754,45.3862984679564
way/152407399,,vineyard,5167.655,10.8169966371502,45.3965760174571
way/152407429,grape,vineyard,84931.714,10.8176909773079,45.3798523819899
way/152407431,grape,vineyard,11072.300,10.793690671549,45.3832076135766
way/152407438,,vineyard,6239.706,10.8133124035859,45.3918417480212
way/152407440,,vineyard,20234.339,10.8103940108828,45.3802119983718
way/152407456,grape,vineyard,8581.998,10.8397910194046,45.3949189594944
way/152407487,grape,vineyard,11724.615,10.8302410260334,45.3967279908695
way/152407507,grape,vineyard,15359.971,10.8091021039895,45.3911430353428
way/152407508,grape,vineyard,1900.838,10.7988638434802,45.3738851881339
way/152407527,grape,vineyard,1885.969,10.8266137702508,45.3785025335801
way/152407532,grape,vineyard,5998.438,10.7985633802961,45.386711206278
way/152407541,grape,vineyard,81464.933,10.8009120495128,45.3763270781218
way/152407553,grape,vineyard,1642.257,10.8269895202665,45.3783792163868
way/152407629,grape,vineyard,9845.561,10.8295706259894,45.3960436668295
way/152407664,,vineyard,20401.647,10.8146236694108,45.3929615130713
way/152407695,,vineyard,9988.005,10.8277599599406,45.3948552779431
way/152407700,,vineyard,12821.257,10.8149754576181,45.3735053880255
way/152407710,,vineyard,2751.835,10.8083796752517,45.369895426512
way/152407724,grape,vineyard,8028.653,10.8108032595901,45.3769173822113
way/152407779,grape,vineyard,22775.221,10.8267829773034,45.3879633392769
way/152407792,,vineyard,19767.551,10.8336311140253,45.3991019687256
way/152407800,,vineyard,3760.425,10.8124542666579,45.3942822416037
way/152407805,,vineyard,9071.493,10.7975501943161,45.3889863135739
way/152407839,grape,vineyard,6058.568,10.8210837745308,45.3909049574159
