id,crop,landuse,area,xcoord,ycoord
way/151536500,,vineyard,3000.022,10.7912273152591,45.5083728510665
way/151536506,,vineyard,29987.920,10.7927062237832,45.5053583150833
way/151536513,,vineyard,5870.098,10.796315442885,45.5067523989353
way/151536530,grape,vineyard,1548.313,10.8103573595876,45.5004195982565
way/151536531,,vineyard,13626.997,10.7921897626163,45.5126493618631
way/151536535,,vineyard,4768.671,10.7947266640597,45.507713039805
way/151536536,grape,vineyard,5033.393,10.797152232772,45.5144258410609
way/151536539,grape,vineyard,2136.767,10.8135419025785,45.495293200836
way/151536540,grape,vineyard,15192.073,10.7993309352405,45.5104646269502
way/151536545,,vineyard,12486.127,10.7943684090123,45.5058458044156
way/151536574,grape,vineyard,17340.909,10.8009887902646,45.5071012666296
way/151536608,,vineyard,54131.636,10.7940010265393,45.4988058298689
way/151536611,grape,vineyard,40093.563,10.802232679735,45.5058565299575
way/151536625,,vineyard,1943.410,10.7915517428661,45.5096123126865
way/151536628,grape,vineyard,1574.311,10.8095840580531,45.5008776202096
way/151536638,,vineyard,3312.487,10.7977223013162,45.5051269715398
way/151536644,grape,vineyard,8573.573,10.8082535980111,45.5018310740043
way/151536658,,vineyard,2859.477,10.7992285414365,45.5042918967455
way/151536659,,vineyard,1130.210,10.7920631874966,45.5100669970891
way/151536673,,vineyard,4275.106,10.7943083346036,45.5068214830632
way/151536682,,vineyard,19437.845,10.7931000537323,45.5030364768891
way/151536695,,vineyard,3746.266,10.7997877887525,45.4999519856261
way/151536702,grape,vineyard,35153.369,10.8052994165395,45.5025369443842
way/151536719,,vineyard,2111.650,10.8004580025454,45.5003699869118
way/151536725,grape,vineyard,3448.411,10.8084280966514,45.5029522745825
way/151536732,grape,vineyard,7184.127,10.8155713408799,45.4944948003374
way/151536734,,vineyard,9146.487,10.7974099848117,45.5062143050842
way/151536745,,vineyard,4208.324,10.8025352825126,45.4998811931815
way/151536760,grape,vineyard,9273.466,10.8059578913776,45.5064413439051
way/151536767,,vineyard,964.337,10.7933322134657,45.5069477233304
way/151536792,grape,vineyard,2276.289,10.7977162067798,45.5131193565466
way/151536799,grape,vineyard,7732.393,10.8087222858752,45.5005695753295
way/151536826,grape,vineyard,4327.972,10.7939530943287,45.5112702828354
way/151536833,,vineyard,2501.968,10.7927910365248,45.5113500371177
way/151536834,grape,vineyard,8560.224,10.8067410141752,45.501274317847
way/151536846,,vineyard,9899.683,10.801462266113,45.4993720348418
way/151536866,,vineyard,42015.892,10.7943958756819,45.5093257741938
way/151536876,,vineyard,9085.176,10.7919158790648,45.5143960801611
way/151536896,,vineyard,4403.237,10.7968647772824,45.5054801696749
way/151536908,grape,vineyard,9713.553,10.8040844226497,45.508052955206
way/151536913,,vineyard,4224.284,10.7973247133794,45.4988913945499
way/151536916,,vineyard,1466.159,10.7963974017476,45.5002142541852
way/151536920,,vineyard,6690.669,10.7938454393782,45.5000559551026
way/151536921,grape,vineyard,10495.436,10.8001798440148,45.5096100779087
way/151536922,,vineyard,2729.437,10.7945400968901,45.5000593054102
way/151536924,grape,vineyard,4943.913,10.799193864008,45.5077764582402
way/151536934,grape,vineyard,5238.998,10.8136546506093,45.4959198766418
way/151536980,grape,vineyard,759.305,10.810541777229,45.500658768788
way/151536981,grape,vineyard,8952.299,10.8195935058494,45.4958392092876
way/151536993,,vineyard,3059.682,10.7918525876653,45.5114045781307
way/151537004,grape,vineyard,8013.669,10.8022478427301,45.5074881044135
way/151537030,grape,vineyard,11368.665,10.8032911296638,45.5028983373152
way/151537058,grape,vineyard,5551.546,10.7935371322966,45.5130129210727
way/151537085,,vineyard,1972.908,10.7981841047606,45.5084334803638
way/151537088,grape,vineyard,6802.182,10.8030569652356,45.5077425840177
way/151537096,grape,vineyard,1576.978,10.8024094953631,45.5091158745618
way/151537100,grape,vineyard,8638.009,10.8054303270713,45.5084837076364
way/151537102,grape,vineyard,3023.509,10.7934441277705,45.5151113991095
way/151537104,grape,vineyard,6423.078,10.8028341467149,45.5040709567247
way/151537105,,vineyard,10734.548,10.7946851786573,45.5018731800701
way/151537139,,vineyard,23086.451,10.7918023226693,45.5071423910322
way/151537184,grape,vineyard,6475.335,10.815960520514,45.4938930536181
way/151537188,,vineyard,4288.495,10.7969464199558,45.5002883798471
way/151537210,grape,vineyard,8516.244,10.7990697478094,45.5114656069725
way/186288053,,vineyard,6260.485,10.7799535190461,45.5057190896678
way/186288069,,vineyard,1787.303,10.7786995051952,45.512132013423
way/186288086,,vineyard,7325.228,10.7834669518804,45.5032727830171
way/186288097,,vineyard,3671.776,10.78342175563,45.5023547288797
way/186288106,,vineyard,33437.723,10.7865606988993,45.5080609509365
way/186288107,,vineyard,5953.619,10.7883717389199,45.501390792204
