id,crop,landuse,Area,xcoord,ycoord
relation/10829197,,vineyard,3058.391,10.9293639174088,45.3711211369718
way/141982307,grape,vineyard,742.302,10.9188435927597,45.3942969409097
way/141982350,,vineyard,6708.915,10.9222691359832,45.3889169539485
way/141982456,,vineyard,2318.349,10.9304503348155,45.3733626748486
way/141982518,,vineyard,4910.703,10.9320964440204,45.3673155049682
way/141982525,,vineyard,1013.169,10.9292184919854,45.370503431514
way/141982531,,vineyard,5842.267,10.9430155544875,45.3833003264927
way/141982544,,vineyard,2496.980,10.9342105723345,45.3771132738525
way/141982560,,vineyard,6527.484,10.9454860978055,45.3822575025164
way/141982580,,vineyard,11124.976,10.9178685796645,45.3644550231072
way/141982619,,vineyard,2521.693,10.9342526500798,45.3779287603648
way/141982651,,vineyard,3348.551,10.9315398730016,45.3693807069498
way/141982743,,vineyard,20333.583,10.9169737337477,45.385800410852
way/141982778,,vineyard,2013.139,10.9194660426418,45.3690500552708
way/141982883,,vineyard,2961.640,10.9207781465646,45.3678535700801
way/141982892,grape,vineyard,1388.554,10.9189214986125,45.3954029299276
way/141982910,,vineyard,24335.936,10.9243512812508,45.3654376661389
way/141982932,,vineyard,11808.028,10.9202624683328,45.3809981535775
way/141982959,,vineyard,20671.052,10.9227761896521,45.3793295177872
way/141983002,,vineyard,23698.311,10.9262415309283,45.3794425466588
way/141983647,,vineyard,6925.484,10.9222511165283,45.3680301030901
way/141983689,,vineyard,24988.772,10.9359011700325,45.3780537655657
way/141983722,,vineyard,1839.528,10.9171533370344,45.3771521352311
way/141983762,grape,vineyard,2359.647,10.9212949580226,45.3933355599582
way/141983961,,vineyard,4869.806,10.9219192151724,45.3663686271863
way/141983971,,vineyard,1135.891,10.9440515768195,45.3789629136164
way/141984016,,vineyard,4760.824,10.9362227840165,45.3800908191623
way/151078616,grape,vineyard,4542.594,10.9147571747086,45.4041783737619
way/151078620,grape,vineyard,4110.002,10.9128256235149,45.4010602777879
way/151078642,grape,vineyard,36562.937,10.9087238118103,45.3997599373047
way/151434615,grape,vineyard,7926.947,10.9157295446397,45.4009600255857
way/151545722,,vineyard,16247.755,10.7899476948097,45.3606641475143
way/151545936,grape,vineyard,53615.016,10.7834526753823,45.3698127172
way/151546875,,vineyard,12193.511,10.785107587901,45.3646755595433
way/151547010,,vineyard,37057.847,10.7870884102836,45.3617675412823
way/151547023,,vineyard,143655.555,10.7930895926269,45.3662946261621
way/151547521,,vineyard,46326.198,10.7871252870203,45.3637924370289
way/151547614,,vineyard,12777.373,10.8243772264369,45.3243055519368
way/152407361,grape,vineyard,8396.835,10.8008073497889,45.3647382200335
way/152407366,,vineyard,17270.031,10.7906386823187,45.3593409915728
way/152407381,grape,vineyard,33420.061,10.8430084597658,45.3738577434295
way/152407388,,vineyard,90080.346,10.8133340107282,45.3696784862938
way/152407444,,vineyard,5432.589,10.824264962982,45.3514641503671
way/152407453,grape,vineyard,38161.089,10.7983186222353,45.3658219646819
way/152407506,,vineyard,11431.917,10.8846179508937,45.3708246740219
way/152407525,,vineyard,10690.122,10.8217246093723,45.3512959276066
way/152407551,grape,vineyard,6121.470,10.8262055495096,45.3692213115948
way/152407553,grape,vineyard,1642.257,10.8269895202665,45.3783792163868
way/152407658,,vineyard,29413.014,10.8783762574046,45.3641673318023
way/152407710,,vineyard,2751.835,10.8083796752517,45.369895426512
way/152407789,grape,vineyard,24107.905,10.8010794758919,45.3654541965569
way/152407793,,vineyard,6181.379,10.8040764338263,45.3639977349815
way/152407849,,vineyard,21591.358,10.8087452008508,45.3667453894981
way/152407869,,vineyard,19902.472,10.8137319530188,45.3671236272272
way/152407894,,vineyard,12233.675,10.7955633170098,45.3533326201246
way/152407901,grape,vineyard,14985.273,10.8254371313787,45.3717580231278
way/152408030,,vineyard,20501.524,10.7974097866109,45.3669030353862
way/152408062,,vineyard,10601.221,10.8040723451726,45.3499049376266
way/152408092,,vineyard,3111.242,10.8196495274754,45.359555944884
way/152408139,,vineyard,44402.704,10.8787157853042,45.3619434374603
way/152408174,,vineyard,15226.084,10.8290713479831,45.3484339829596
way/152408242,grape,vineyard,40598.550,10.8146283063514,45.3594970276826
way/152408253,,vineyard,19605.768,10.8070284593374,45.3690982360577
way/152408301,grape,vineyard,50507.851,10.7984589732833,45.3644314171003
way/152408353,,vineyard,8500.736,10.8062472106225,45.3497690322247
way/152408424,,vineyard,32536.519,10.8061225563773,45.3661562903926
way/152408733,,vineyard,28443.910,10.8096272668094,45.3689518885687
way/152408756,,vineyard,37578.500,10.8242185640869,45.3611458726406
way/152408788,,vineyard,44444.760,10.7907947696138,45.362807784433
way/152408796,,vineyard,31811.710,10.8120066235912,45.3672831612053
way/152408856,,vineyard,3127.747,10.8793384547558,45.3677444856537
way/152408862,grape,vineyard,9711.980,10.8448867200928,45.3779663404211
way/152408976,,vineyard,6123.434,10.8114163295871,45.3636706780625
way/152408980,,vineyard,44041.472,10.8247044722359,45.3660750435064
way/152408998,,vineyard,10146.250,10.8817068404794,45.3666506779097
way/152409015,,vineyard,9232.543,10.8089073387661,45.355061333378
way/152409067,,vineyard,10819.410,10.8072298355066,45.3681942818409
way/152409113,,vineyard,20259.936,10.831724452163,45.3644650985416
way/152409123,,vineyard,7412.072,10.8825072995549,45.3742005608193
way/152409206,,vineyard,5254.419,10.7956214782559,45.3570566143114
way/152409252,,vineyard,4038.787,10.8071556230015,45.3676451339157
way/158050257,,vineyard,12572.106,10.8391619284368,45.3657732920015
way/158050288,,vineyard,8844.546,10.871104715099,45.3581381497542
way/158050506,,vineyard,12344.363,10.8099632731329,45.3489247735824
way/158050571,grape,vineyard,17357.658,10.8349822220633,45.3714124656266
way/158050647,,vineyard,19691.077,10.8381706930523,45.3645328509275
way/158050753,,vineyard,7721.056,10.8415183160897,45.3659080054952
way/158050782,,vineyard,8221.447,10.8349502778645,45.3621140563253
way/158050816,grape,vineyard,17747.808,10.8320185836817,45.3690823392609
way/158051110,,vineyard,3776.344,10.8318183287919,45.363345504599
way/158051332,,vineyard,5933.284,10.8337128501788,45.3630555046374
way/158051333,,vineyard,3928.115,10.8397296061304,45.3498238563148
way/158051375,grape,vineyard,41865.915,10.8307128291529,45.370392595947
way/158051384,,vineyard,19032.407,10.8748940276054,45.3707681089632
