id,crop,landuse,area,xcoord,ycoord
way/148071219,,vineyard,5979.988,10.8570659125451,45.4919591785824
way/148071227,,vineyard,3723.467,10.8700062748949,45.4976120094976
way/148071241,,vineyard,1483.870,10.8592164886527,45.4902201415248
way/148071249,,vineyard,10468.710,10.8727385678711,45.4906106717655
way/148071270,,vineyard,1429.187,10.8478352817203,45.4935697840276
way/148071284,,vineyard,1550.654,10.8385771935,45.4844231894778
way/148071298,,vineyard,7770.386,10.8545540035227,45.4852541408827
way/148071322,,vineyard,4872.801,10.8415032370045,45.4839291135828
way/148071376,,vineyard,1548.148,10.8438270810245,45.485914814997
way/148071377,,vineyard,3194.181,10.859930310599,45.496476658726
way/148071384,,vineyard,4671.579,10.8488358145781,45.4935520904352
way/148071401,,vineyard,29218.801,10.8364423184293,45.4824945531359
way/148071411,,vineyard,3566.564,10.8438993718519,45.4898119843296
way/148071432,,vineyard,4515.746,10.8615056385955,45.4977202934606
way/148071471,,vineyard,30834.096,10.8527643602854,45.4856863218784
way/148071494,,vineyard,38115.567,10.8391412829614,45.4826923952474
way/148071507,,vineyard,4644.528,10.863393446189,45.4945118835108
way/148071512,,vineyard,9514.098,10.8491974908981,45.4816689316101
way/148071532,,vineyard,7681.646,10.8387779334241,45.4859207736676
way/148071554,,vineyard,6168.871,10.8399531014927,45.4945957063647
way/148071570,,vineyard,7340.065,10.857118619908,45.4953674208263
way/148071579,,vineyard,4952.249,10.8341404127217,45.4835426623487
way/148071581,,vineyard,12054.512,10.847236069181,45.4913404290221
way/148071644,,vineyard,14116.827,10.8623965485792,45.4947722498713
way/148071659,,vineyard,3040.097,10.863215860229,45.4974132280002
way/148071679,,vineyard,5524.910,10.8641124476764,45.4961901945167
way/148071691,,vineyard,10346.698,10.8354194292493,45.4913032234395
way/148071697,,vineyard,1565.569,10.8588340941487,45.4901610052855
way/148071727,,vineyard,5917.081,10.8388871965428,45.4898864895284
way/148071735,,vineyard,2395.474,10.86390249399,45.4944545220375
way/148071736,,vineyard,8354.789,10.8567258526507,45.498670728596
way/148071758,,vineyard,4715.978,10.8600447181183,45.494197053887
way/149291637,,vineyard,2754.217,10.8769509194763,45.4932115914071
way/149291659,,vineyard,5600.174,10.905090426428,45.4747070754052
way/149291668,,vineyard,8558.849,10.9121006355254,45.4758557814994
way/149291676,,vineyard,13822.644,10.9106503792755,45.475389011251
way/149291761,,vineyard,6283.285,10.8761775943597,45.4883919326626
way/149291811,,vineyard,5584.224,10.9115276192476,45.4754647609604
way/149291812,,vineyard,4821.965,10.8836637975297,45.4748811349072
way/151434621,,vineyard,21956.631,10.8835071567363,45.4744789811124
way/149291821,grape,vineyard,28592.865,10.8793692749856,45.4964154290056
way/149291938,grape,vineyard,18677.903,10.8855855593834,45.4794042894208
way/149291994,,vineyard,6179.926,10.8862816030009,45.4754307199048
way/149292041,,vineyard,1906.846,10.8780980100933,45.4898085588958
way/149292052,,vineyard,1726.891,10.8783702976096,45.4897179468796
way/149292131,,vineyard,9309.473,10.8767348914345,45.4893454574682
way/151536613,,vineyard,11531.165,10.8180952994535,45.505376133878
way/151536647,,vineyard,5892.172,10.8183128160414,45.5085713318199
way/151536669,,vineyard,19041.942,10.8128000879963,45.5017222179161
way/151536705,,vineyard,4804.311,10.8280065994386,45.4973290014165
way/151536752,,vineyard,99701.774,10.8311356246593,45.4940230282967
way/151536810,,vineyard,9933.201,10.8203389698127,45.5070109139994
way/151536832,,vineyard,17123.783,10.8149502423703,45.505494692603
way/151536892,,vineyard,9685.449,10.8269254309169,45.5031505116834
way/151536965,,vineyard,60343.345,10.8525685789469,45.5039851588687
way/151536986,,vineyard,6770.711,10.8289676696606,45.4927678851342
way/151537010,,vineyard,54247.310,10.8646182184391,45.4993818353077
way/151537091,,vineyard,8832.332,10.8278847668746,45.4924966614949
way/318491484,,vineyard,9741.915,10.8614169832149,45.500603153094
way/369097144,,vineyard,6022.232,10.8546969497694,45.4895553422063
way/369098902,,vineyard,2699.763,10.8373584323315,45.4861219873205
way/369098904,,vineyard,5225.334,10.8467049310857,45.4873983288994
way/1130730929,grape,vineyard,10601.158,10.8731990794668,45.491450554903
way/1175902884,,vineyard,10569.146,10.821905073825,45.5037277191722
